# Agent Skills Index
URL_TEMPLATE: https://raw.githubusercontent.com/{repo}/main/skills/{path}/SKILL.md
COLUMNS: id;repo;path;summary
style-guide;daleseo/korean-skills;style-guide;A style guide checker that ensures consistent writing styles and terminology across documents and projects.
day1-test-skill;ai-native-camp/camp-1;;A placeholder skill designed for initial system testing and onboarding verification workflows.
mobile-offline-support;aj-geddes/useful-ai-prompts;mobile-offline-support;Implement offline-first mobile apps with local storage and sync strategies.
user-guide-creation;aj-geddes/useful-ai-prompts;user-guide-creation;Create comprehensive user guides, tutorials, and step-by-step instructions with examples and screenshots.
root-cause-analysis;aj-geddes/useful-ai-prompts;root-cause-analysis;Conduct systematic root cause analysis to identify underlying problems and prevent recurrence.
project-estimation;aj-geddes/useful-ai-prompts;project-estimation;Estimates project scope, timeline, and resources using various estimation techniques.
gap-analysis;aj-geddes/useful-ai-prompts;gap-analysis;Identify gaps between current and desired states to plan improvements.
troubleshooting-guide;aj-geddes/useful-ai-prompts;troubleshooting-guide;Create comprehensive troubleshooting guides, FAQ documents, known issues lists, and debug guides for common problems and error messages.
risk-assessment;aj-geddes/useful-ai-prompts;risk-assessment;Assess and prioritize project risks using qualitative and quantitative methods to improve success probability.
mystery-novel-conventions;wordflowlab/novel-writer-skills;genre-knowledge/mystery;A skill for generating mystery novel conventions, clue placement, and fair play principles.
scene-structure-techniques;wordflowlab/novel-writer-skills;writing-techniques/scene-structure;A skill for structuring scenes and planning chapter content with frameworks for tension and beat-by-beat structure.
planning-workflow;dicklesworthstone/agent_flywheel_clawdbot_skills_and_integrations;planning-workflow;A comprehensive markdown-based planning methodology for software projects, emphasizing 85%+ time on planning for scalable agentic coding.
kapso-ops;gokapso/agent-skills;;A tool for managing operations and configurations.
reflect;anton-abyzov/specweave;;A skill for reflection and self-improvement through thoughtful thinking practices
blog-writer;lightfastai/lightfast;blog-writer;Create category-aware, AEO-optimized blog posts for Lightfast. Use when writing technology deep-dives, company announcements, or product lau
viral-hook-creator;ognjengt/founder-skills;viral-hook-creator;Creates viral social media hooks using proven psychological patterns and trigger words for attention-grabbing content openings.
character-arc;jwynia/agent-skills;creative/fiction/character/character-arc;Design and troubleshoot character transformation arcs for positive, negative, and flat character development in storytelling.
genre-conventions;jwynia/agent-skills;creative/fiction/craft/genre-conventions;Diagnose genre problems and generate genre-specific elements for storytelling using the Writing Excuses framework.
competency-builder;jwynia/agent-skills;general/education/competency;Guide competency framework development and operation for training capability building.
economic-systems;jwynia/agent-skills;creative/fiction/worldbuilding/economic-systems;Design economic systems for fictional worlds with currencies, trade networks, and resource economies to drive plot and character motivation.
key-moments;jwynia/agent-skills;creative/fiction/structure/key-moments;Structure stories around essential emotional moments using Rodriguez's approach integrated with elemental genres for better emotional beats
multi-order-evolution;jwynia/agent-skills;creative/fiction/application/multi-order-evolution;Design multi-generational societal evolution for science fiction settings, creating civilizations that diverge from baseline humanity.
governance-systems;jwynia/agent-skills;creative/fiction/worldbuilding/governance-systems;Design political entities and governance systems for fictional worlds including kingdoms, empires, and federations with realistic complexity
tutorial-docs;existential-birds/beagle;tutorial-docs;A tutorial pattern for documentation that teaches through guided practice.
table-tone;jwynia/agent-skills;creative/fiction/application/table-tone;Diagnose and calibrate tonal delivery for tabletop RPG sessions to improve narration quality and session engagement.
world-fates;jwynia/agent-skills;creative/fiction/worldbuilding/world-fates;Manage long-term fate and fortune across a shared world for tabletop RPGs with persistent consequences.
identity-denial;jwynia/agent-skills;creative/fiction/structure/identity-denial;Structure stories around protagonists who refuse to acknowledge their transformation, exploring self-deception and moral change.
moral-parallax;jwynia/agent-skills;creative/fiction/structure/moral-parallax;Generate speculative fiction stories about systemic exploitation by collapsing comfortable moral distances. Use when exploring how privilege
positional-revelation;jwynia/agent-skills;creative/fiction/structure/positional-revelation;Generate stories where ordinary people become crucial through their structural position in systems, focusing on accidental pivots and struct
perspectival-constellation;jwynia/agent-skills;creative/fiction/structure/perspectival-constellation;Structure multi-POV stories through catalyst environments for interconnected narratives with meaningful perspective intersections.
paradox-fables;jwynia/agent-skills;creative/fiction/application/paradox-fables;Create paradoxical fables that explore unresolved tensions and bypass analytical defenses for teaching purposes.
belief-systems;jwynia/agent-skills;creative/fiction/worldbuilding/belief-systems;Design religious and belief systems for fictional worlds, including pantheons, religious institutions, and spiritual practices that shape so
underdog-unit;jwynia/agent-skills;creative/fiction/character/underdog-unit;Generate stories about institutional outcasts facing impossible mandates with minimal resources, focusing on team dynamics in hostile enviro
metabolic-cultures;jwynia/agent-skills;creative/fiction/worldbuilding/metabolic-cultures;Design cultures for closed-loop life support systems in space, focusing on social structures and conflicts in recycled environments.
course-creator;eddiebe147/claude-settings;;Design educational courses and curriculum with learning objectives and assessments.
bad-example-skill;bobmatnyc/claude-mpm-skills;;An anti-pattern example demonstrating violations of self-containment in skills.
intent-story;arcblock/idd;intent-story;Share Intent-Driven Development stories through structured interviews and blog posts.
example-framework-skill;bobmatnyc/claude-mpm-skills;;A self-contained skill example following best practices.
kiss-principle;markpitt/claude-skills;kiss-principle;Apply the K.I.S.S. principle to simplify systems, improve maintainability, and solve problems elegantly in design, coding, and decision-maki
compliance-checker;eddiebe147/claude-settings;;A skill to check regulatory compliance across finance, tax, employment, data privacy, and industry-specific requirements.
community-manager;eddiebe147/claude-settings;;Manage online communities with engagement strategies, moderation, and relationship building.
risk-assessor;eddiebe147/claude-settings;;Assesses project risks using systematic frameworks for identification, analysis, and mitigation.
workshop-facilitator;eddiebe147/claude-settings;;Design and facilitate effective workshops with agendas, activities, and outcomes.
education-expert;personamanagmentlayer/pcl;;Expert-level education technology, learning management systems, and ed-tech platforms
socratic-teaching-scaffolds;lyndonkl/claude;socratic-teaching-scaffolds;Guided questioning approach for teaching complex concepts through Socratic method, helping learners discover insights rather than direct exp
content-publishing;eddiebe147/claude-settings;;A skill for creating and publishing content.
capacitor-deep-linking;cap-go/capacitor-skills;capacitor-deep-linking;Implement deep links and universal links in Capacitor apps for iOS and Android.
deal-hunt;tavily-ai/tavily-plugins;;A skill for hunting deals online.
risk-management;0xhubed/agent-trading-arena;risk-management;A skill for managing risks based on competitive outcomes, useful for position sizing and stop-loss settings.
email-notifications;eddiebe147/claude-settings;;Automates email notifications for various events and workflows.
real-time-features;eddiebe147/claude-settings;;A skill for managing real-time features in applications.
telecommunications-expert;personamanagmentlayer/pcl;;Expert assistance for telecom systems, network management, billing, 5G, SDN, and infrastructure.
ralph;snarktank/amp-skills;;A command-line tool for managing and interacting with AI models and data pipelines.
bazi-mingli;wolke/bazi-mingli;;Bazi / Four Pillars of Destiny divination skill for birth chart analysis and Chinese astrology
expedia;andrejones92/canifi-life-os;;This skill helps users book flights, hotels, vacation packages, and rental cars via Expedia's platform.
planning;binhmuc/autobot-review;planning;This skill helps in planning scalable, secure, and maintainable technical solutions.
basic-skill-template;supercent-io/skills-template;;A basic skill template for defining and documenting AI skills with key technologies and usage scenarios.
whatsapp;aviz85/claude-skills-library;;A skill for interacting with WhatsApp.
technical-writer;daffy0208/ai-dev-standards;technical-writer;Create clear technical documentation for developers and users, covering APIs, user guides, and best practices.
nano-banana-poster;aviz85/claude-skills-library;;Generates banana-themed posters using AI image generation.
whoop;andrejones92/canifi-life-os;;A tool for managing and organizing tasks and workflows.
apple-homekit;andrejones92/canifi-life-os;;Apple HomeKit integration for home automation and device management
walkthrough;alexanderop/walkthrough;;A walkthrough skill for providing step-by-step guidance and tutorials.
threads;andrejones92/canifi-life-os;;A skill for managing and creating content on the Threads platform
steam;andrejones92/canifi-life-os;;Steam platform related skill for gaming and digital distribution
vanguard;andrejones92/canifi-life-os;;A tool for project management and task organization
tesla;andrejones92/canifi-life-os;;Tesla integration skill for connecting and managing Tesla vehicle APIs and services
riot-games;andrejones92/canifi-life-os;;A skill for interacting with Riot Games APIs and managing game-related data.
cruise-com;andrejones92/canifi-life-os;;A skill for automating web research tasks on cruise.com
fidelity;andrejones92/canifi-life-os;;Fidelity-related skill for financial and investment services
clue;andrejones92/canifi-life-os;;A skill for conducting investigations and analysis to uncover information or solve problems.
google-home;andrejones92/canifi-life-os;;Google Home automation and integration capabilities for smart home devices and services.
one-medical;andrejones92/canifi-life-os;;One Medical skill for healthcare and medical appointment booking services
southwest;andrejones92/canifi-life-os;;A skill for automating tasks related to Southwest Airlines, likely for flight booking and travel management.
labcorp;andrejones92/canifi-life-os;;LabCorp data analysis and healthcare API integration tools
costar;andrejones92/canifi-life-os;;CoStar is a prompting framework for structured communication with AI models, focusing on context, objectives, style, tone, audience, and res
flo;andrejones92/canifi-life-os;;A skill named 'flo' with no description provided.
getaround;andrejones92/canifi-life-os;;A skill for managing car sharing and booking operations.
ea-play;andrejones92/canifi-life-os;;EA Play automation skill for task management and workflow optimization
turo;andrejones92/canifi-life-os;;Turo is a car rental platform that connects car owners with renters for peer-to-peer vehicle sharing.
drift;andrejones92/canifi-life-os;;Drift detection and monitoring for infrastructure and configuration management
messenger;andrejones92/canifi-life-os;;A messenger skill for communication and messaging purposes.
canifi;andrejones92/canifi-life-os;;A tool for managing and organizing tasks and workflows.
smartthings;andrejones92/canifi-life-os;;SmartThings skill for managing and automating smart home devices and IoT ecosystems.
care-com;andrejones92/canifi-life-os;;A web application for task management and productivity workflows.
lemonade;andrejones92/canifi-life-os;;A productivity tool for task and project management
philips-hue;andrejones92/canifi-life-os;;Control and manage Philips Hue smart lighting systems through API integration.
fireflies;andrejones92/canifi-life-os;;Fireflies is an AI-powered tool for meeting transcription and note-taking automation.
mercury;andrejones92/canifi-life-os;;Mercury: A tool for task management and automation workflows.
greyhound;andrejones92/canifi-life-os;;A skill named greyhound for task automation and management.
ring;andrejones92/canifi-life-os;;A CLI tool for managing and executing tasks efficiently
discord-nitro;andrejones92/canifi-life-os;;Automates Discord Nitro related tasks for enhanced communication and server management.
edx;andrejones92/canifi-life-os;;EdX platform integration for online learning and course management.
oura;andrejones92/canifi-life-os;;Oura ring health data analysis and insights tool
peloton;andrejones92/canifi-life-os;;Peloton fitness data analysis and API integration tools
calm;andrejones92/canifi-life-os;;A skill for maintaining calm and focus during task execution and planning.
close;andrejones92/canifi-life-os;;A skill named 'close' with no description provided.
thumbtack;andrejones92/canifi-life-os;;A skill for managing tasks and projects, providing workflow automation and project organization capabilities.
khan-academy;andrejones92/canifi-life-os;;Khan Academy learning management and educational content skill
obra-using-superpowers;smithery/ai;;A skill for using superpowers in obra, likely related to task management and productivity workflows.
lattice;andrejones92/canifi-life-os;;Lattice tool for workflow management and automation tasks.
funimation;andrejones92/canifi-life-os;;Funimation skill for anime content management and streaming operations
ubisoft-connect;andrejones92/canifi-life-os;;Integration with Ubisoft Connect for gaming services and account management.
nike-run-club;andrejones92/canifi-life-os;;Nike Run Club skill for fitness tracking and running activities
harvest;andrejones92/canifi-life-os;;A skill for harvesting data or files, likely involving automated collection and management of resources.
hellofresh;andrejones92/canifi-life-os;;A skill for HelloFresh, likely related to food delivery and recipe planning automation.
acorns;andrejones92/canifi-life-os;;A skill named 'acorns' with no description provided.
freshly;andrejones92/canifi-life-os;;Freshly is a productivity tool for task management and workflow optimization.
drip;andrejones92/canifi-life-os;;Drip marketing automation for customer engagement and lead generation.
pandora;andrejones92/canifi-life-os;;Pandora skill for general tooling and task automation purposes.
getir;andrejones92/canifi-life-os;;A skill for web scraping and data extraction tasks.
masterclass;andrejones92/canifi-life-os;;MasterClass is an online learning platform offering courses from world-renowned experts in various fields.
progressive;andrejones92/canifi-life-os;;Progressive skill for planning and task management with progressive web app features
caviar;andrejones92/canifi-life-os;;A skill named 'caviar' with no description provided.
ramp;andrejones92/canifi-life-os;;RAMP: A tool for setting up and managing development environments and workflows.
geforce-now;andrejones92/canifi-life-os;;GeForce NOW automation and management tools for cloud gaming services
anchor;andrejones92/canifi-life-os;;A tool for managing and organizing tasks and workflows.
blueapron;andrejones92/canifi-life-os;;BlueApron meal kit service for home cooking with delivered ingredients and recipes.
favor;andrejones92/canifi-life-os;;A skill named 'favor' with no description provided.
groove;andrejones92/canifi-life-os;;A tool for managing tasks and workflows, designed to help organize and streamline project activities.
gamepass;andrejones92/canifi-life-os;;A skill related to Game Pass, likely for managing or interacting with Microsoft's gaming subscription service.
box;andrejones92/canifi-life-os;;A skill for managing files and storage using Box platform
roomba;andrejones92/canifi-life-os;;Roomba skill for home automation and robotics tasks
haven-life;andrejones92/canifi-life-os;;A skill for Haven Life insurance services and related financial planning.
urbansitter;andrejones92/canifi-life-os;;A skill for managing urban sitting services, likely involving booking and scheduling automation.
mention;andrejones92/canifi-life-os;;A skill for mentioning or referencing entities in content creation and communication contexts.
ulta;andrejones92/canifi-life-os;;A skill named 'ulta' with no description provided.
target;andrejones92/canifi-life-os;;A skill for managing and planning targets.
brilliant;andrejones92/canifi-life-os;;A productivity skill for organizing and managing tasks efficiently.
wag;andrejones92/canifi-life-os;;WAG: A tool for managing and executing workflows or tasks.
opendoor;andrejones92/canifi-life-os;;Automation skill for web task management
clio;andrejones92/canifi-life-os;;A CLI tool for managing and organizing tasks and workflows.
wyze;andrejones92/canifi-life-os;;Wyze skill for smart home device automation and management
mdlive;andrejones92/canifi-life-os;;MDLIVE telemedicine platform integration for healthcare services and virtual consultations.
copper;andrejones92/canifi-life-os;;Copper is a tool for managing and organizing projects and tasks.
seamless;andrejones92/canifi-life-os;;A skill named 'seamless' for automating and managing workflows to achieve smooth task execution.
datacamp;andrejones92/canifi-life-os;;DataCamp learning platform integration for data science and programming education
sofi;andrejones92/canifi-life-os;;SOFI - A skill for managing tasks and workflows
apple-tv-plus;andrejones92/canifi-life-os;;Apple TV+ content creation and management tools
shipt;andrejones92/canifi-life-os;;A skill for managing and tracking tasks and projects efficiently.
playstation;andrejones92/canifi-life-os;;PlayStation related skill for gaming and entertainment purposes
nintendo;andrejones92/canifi-life-os;;Nintendo-related skill for gaming and entertainment content creation
angi;andrejones92/canifi-life-os;;A skill named angi, likely related to tooling and task management based on its name.
lose-it;andrejones92/canifi-life-os;;A skill for managing weight loss goals and tracking progress.
ecobee;andrejones92/canifi-life-os;;Ecobee integration for home automation and climate control management
xbox;andrejones92/canifi-life-os;;Xbox related skill for gaming and entertainment purposes on Microsoft's gaming platform.
chime;andrejones92/canifi-life-os;;Chime is a communication and meeting tool for video generation and collaboration.
handy;andrejones92/canifi-life-os;;A general-purpose utility skill for various handy tasks and productivity improvements
root;andrejones92/canifi-life-os;;Root directory setup and configuration management utility
noom;andrejones92/canifi-life-os;;Noom-related skill for health and wellness management
peacock;andrejones92/canifi-life-os;;A tool for managing and organizing tasks and workflows.
compass;andrejones92/canifi-life-os;;A skill named 'compass' for navigation and guidance purposes.
epic-games;andrejones92/canifi-life-os;;Epic Games related skill for game development and gaming platform integration
eufy;andrejones92/canifi-life-os;;Eufy integration for smart home devices and security systems
hulu;andrejones92/canifi-life-os;;Hulu-related skill for content creation and streaming
transistor;andrejones92/canifi-life-os;;Transistor is a tool for managing and organizing workflows and tasks.
molly-maid;andrejones92/canifi-life-os;;A skill for automating housekeeping and cleaning tasks, helping manage household chores efficiently.
codecademy;andrejones92/canifi-life-os;;Codecademy learning management and course tracking system
lifx;andrejones92/canifi-life-os;;Control and manage LIFX smart lighting devices through API integration.
tidal;andrejones92/canifi-life-os;;Tidal music streaming service integration skill
gladly;andrejones92/canifi-life-os;;Customer support and communication tool for managing customer interactions and support workflows.
reclaim;andrejones92/canifi-life-os;;A tool for reclaiming and managing time effectively through scheduling and task organization.
wise;andrejones92/canifi-life-os;;A skill for managing tasks and workflows to improve productivity.
hungryroot;andrejones92/canifi-life-os;;Content creation and marketing skill for brand building and social media engagement
offerpad;andrejones92/canifi-life-os;;A skill named offerpad, potentially related to real estate tasks and workflow management.
crisp;andrejones92/canifi-life-os;;A tool for communication and customer support management.
nextdoor;andrejones92/canifi-life-os;;Nextdoor skill for neighborhood community engagement and local social networking
national-car;andrejones92/canifi-life-os;;Automates web research tasks related to car information and data collection from cars.com.
wish;andrejones92/canifi-life-os;;A skill named 'wish' with no description provided.
august;andrejones92/canifi-life-os;;A skill for managing tasks and workflows related to August planning and scheduling.
delta;andrejones92/canifi-life-os;;Delta skill for task management and workflow automation
arlo;andrejones92/canifi-life-os;;Arlo: A tool for managing and automating tasks with workflow capabilities.
principle;andrejones92/canifi-life-os;;A skill template for principle-based guidance and best practices.
rover;andrejones92/canifi-life-os;;A CLI tool for managing and executing tasks, providing workflow automation capabilities.
coo-social-media;lotosbin/claude-skills;;A skill for managing social media content creation and marketing.
tech-lead;lotosbin/claude-skills;;A skill for technical leadership guidance.
coo;lotosbin/claude-skills;;A skill for managing and configuring development environments.
weather-query;vikiboss/60s-skills;weather-query;Query real-time weather and forecasts for locations in China including temperature, humidity, wind speed, and air quality.
casino-math-balancer;ccalebcarter/purria-skills;;A utility for calculating casino mathematics, balancing odds, and managing risk for betting strategies.
blockchain-basics;pluginagentmarketplace/custom-plugin-blockchain;blockchain-basics;Learn blockchain fundamentals including consensus, cryptography, and distributed systems.
using-superpowers;smithery/ai;;Guidance on leveraging superpowers for enhanced productivity and task management.
create-viral-content;aaaronmiller/create-viral-content;;Automatically generates viral content for social media platforms like Reddit, Twitter, LinkedIn, YouTube, TikTok, and Instagram.
xhs-publisher;byheaven/byheaven-skills;xhs-publisher;A skill for publishing on Xiaohongshu creator platform with detailed steps.
