# Agent Skills Index
URL_TEMPLATE: https://raw.githubusercontent.com/{repo}/main/skills/{path}/SKILL.md
COLUMNS: id;repo;path;summary
concept-workflow;leonardomso/33-js-concepts;concept-workflow;An end-to-end workflow for creating comprehensive JavaScript concept documentation.
fact-check;leonardomso/33-js-concepts;fact-check;Verify technical accuracy of JavaScript concept pages by checking code examples and MDN compliance.
agent-browser;vercel-labs/agent-browser;agent-browser;A CLI tool for AI agents to automate browser tasks like navigation, form filling, and data scraping.
executing-plans;obra/superpowers;executing-plans;Execute written implementation plans with review checkpoints.
using-superpowers;obra/superpowers;using-superpowers;Establishes skill usage protocol at conversation start, requiring skill tool invocation before any response.
continuous-learning-v2;affaan-m/everything-claude-code;continuous-learning-v2;Instinct-based learning system observing sessions via hooks, creating atomic instincts, and evolving them into skills/agents with project sc
continuous-learning;affaan-m/everything-claude-code;continuous-learning;Automatically extract reusable patterns from Claude Code sessions and save them as learned skills for future use.
strategic-compact;affaan-m/everything-claude-code;strategic-compact;Helps manage and compact LLM context manually at logical intervals to preserve information across task phases.
iterative-retrieval;affaan-m/everything-claude-code;iterative-retrieval;An iterative retrieval pattern for progressively refining context in subagent systems.
eval-harness;affaan-m/everything-claude-code;eval-harness;An evaluation framework for Claude Code sessions implementing eval-driven development principles.
subagent-driven-development;obra/superpowers;subagent-driven-development;Execute implementation plans with independent tasks using subagents.
configure-ecc;affaan-m/everything-claude-code;configure-ecc;Interactive installer for Everything Claude Code - guides users through selecting and installing skills and rules with path verification and
verification-loop;affaan-m/everything-claude-code;verification-loop;A comprehensive verification system for Claude Code sessions to ensure code quality and correctness.
writing-skills;obra/superpowers;writing-skills;A skill for creating, editing, and verifying other skills before deployment.
dispatching-parallel-agents;obra/superpowers;dispatching-parallel-agents;Dispatch parallel agents for independent tasks without shared state or dependencies.
documentation-lookup;upstash/context7;documentation-lookup;A skill for looking up documentation, APIs, and code examples for libraries and frameworks.
docs-write;metabase/metabase;docs-write;Writes documentation in Metabase's clear, user-focused style for markdown and MDX files.
skill-creator;tldraw/tldraw;skill-creator;A guide for creating effective AI skills that extend Claude's capabilities with specialized knowledge, workflows, or tool integrations.
write-pr;tldraw/tldraw;write-pr;Generate pull request titles and descriptions for the tldraw repository.
content-research-writer;composiohq/awesome-claude-skills;;A skill for enhancing content writing through research, citations, and real-time feedback.
tailored-resume-generator;composiohq/awesome-claude-skills;;Generates tailored resumes based on job descriptions to improve interview chances.
skill-creator;composiohq/awesome-claude-skills;;A guide for creating effective AI skills that extend Claude's capabilities with specialized knowledge, workflows, or tool integrations.
twitter-algorithm-optimizer;composiohq/awesome-claude-skills;;Optimize tweets for maximum reach using Twitter's algorithm insights.
image-enhancer;composiohq/awesome-claude-skills;;Enhances image quality, especially screenshots, for presentations and documentation.
competitive-ads-extractor;composiohq/awesome-claude-skills;;Extracts and analyzes competitors' ads from ad libraries to inspire ad campaign improvements.
meeting-insights-analyzer;composiohq/awesome-claude-skills;;Analyzes meeting transcripts to provide communication insights and behavioral feedback.
mcp-builder;composiohq/awesome-claude-skills;;A guide for building high-quality MCP servers to enable LLMs to interact with external services via well-designed tools.
developer-growth-analysis;composiohq/awesome-claude-skills;;Analyzes coding patterns and development gaps from Claude chat history, curates learning resources from HackerNews, and sends personalized g
connect-apps;composiohq/awesome-claude-skills;;Connect Claude to external apps like Gmail, Slack, and GitHub for sending emails, creating issues, and posting messages.
langsmith-fetch;composiohq/awesome-claude-skills;;Fetch and analyze LangChain/LangGraph execution traces from LangSmith for debugging agent behavior.
connect;composiohq/awesome-claude-skills;;Connect Claude to apps for real-world actions like sending emails, creating issues, and updating databases across platforms.
skill-share;composiohq/awesome-claude-skills;;Creates and shares Claude skills on Slack for team collaboration.
template-skill;composiohq/awesome-claude-skills;;A template skill for generating descriptions and usage guidance for AI assistants.
slack-gif-creator;composiohq/awesome-claude-skills;;Creates animated GIFs optimized for Slack with size validation and composable animation primitives.
composio;composiohq/awesome-claude-skills;;Composio connects AI agents to external tools and APIs, managing auth and actions for seamless agent workflows.
video-report;remotion-dev/remotion;video-report;Generate a report about a video using AI.
cookbook-audit;anthropics/claude-cookbooks;cookbook-audit;Audit Anthropic Cookbook notebooks using a rubric for review requests.
prompt-engineering-patterns;wshobson/agents;prompt-engineering-patterns;Master advanced prompt engineering techniques for maximizing LLM performance, reliability, and controllability in production.
langchain-architecture;wshobson/agents;langchain-architecture;Design LLM applications using LangChain 1.x and LangGraph for agents, memory, and tool integration.
rag-implementation;wshobson/agents;rag-implementation;Implement Retrieval-Augmented Generation (RAG) systems with vector databases and semantic search for LLM applications.
mem-search;thedotmack/claude-mem;mem-search;Search Claude's persistent cross-session memory database for previous work and solutions.
llm-evaluation;wshobson/agents;llm-evaluation;Implement evaluation strategies for LLM apps using metrics, feedback, and benchmarking to test performance and quality.
backtesting-frameworks;wshobson/agents;backtesting-frameworks;Build robust backtesting systems for trading strategies with proper handling of look-ahead bias, survivorship bias, and transaction costs.
embedding-strategies;wshobson/agents;embedding-strategies;Select and optimize embedding models for semantic search and RAG. Covers model selection, chunking strategies, and quality optimization.
similarity-search-patterns;wshobson/agents;similarity-search-patterns;Implement efficient similarity search using vector databases for semantic search and nearest neighbor queries.
workflow-patterns;wshobson/agents;workflow-patterns;This skill helps implement tasks using Conductor's TDD workflow, manage git commits, and understand verification protocols.
hybrid-search-implementation;wshobson/agents;hybrid-search-implementation;Implement hybrid search combining vector and keyword approaches for improved retrieval in RAG systems and search engines.
vector-index-tuning;wshobson/agents;vector-index-tuning;Optimize vector index performance for latency, recall, and memory by tuning HNSW parameters and quantization strategies.
ml-pipeline-workflow;wshobson/agents;ml-pipeline-workflow;Builds end-to-end MLOps pipelines for data prep, training, validation, and deployment. Automates ML workflows.
implementing-agent-modes;posthog/posthog;implementing-agent-modes;Guidelines for creating/updating modes for PostHog AI agent to limit tools, prompts, and injections for better results.
team-composition-patterns;wshobson/agents;team-composition-patterns;Design optimal agent team compositions with sizing heuristics, preset configurations, and agent type selection for multi-agent workflows.
microsoft-code-reference;github/awesome-copilot;microsoft-code-reference;Lookup Microsoft API references, find code samples, and verify SDK correctness using official docs.
make-skill-template;github/awesome-copilot;make-skill-template;Generate new Agent Skills for GitHub Copilot using templates or prompts.
copilot-sdk;github/awesome-copilot;copilot-sdk;Build agentic applications with GitHub Copilot SDK for embedding AI agents and custom tools.
mcp-cli;github/awesome-copilot;mcp-cli;A CLI interface for interacting with MCP (Model Context Protocol) servers to access external tools, APIs, and data sources.
agentic-eval;github/awesome-copilot;agentic-eval;Evaluate and improve AI agent outputs using self-critique, reflection loops, and LLM-as-judge systems.
scoutqa-test;github/awesome-copilot;scoutqa-test;Automated QA testing for web applications including accessibility, smoke tests, and user flow validation.
nano-banana-pro-openrouter;github/awesome-copilot;nano-banana-pro-openrouter;Generate or edit images via OpenRouter with the Gemini 3 Pro Image model. Supports prompt-only generation, image edits, and multi-image comp
workiq-copilot;github/awesome-copilot;workiq-copilot;A skill that helps Copilot CLI access and utilize Microsoft 365 data for context, summaries, and recommendations.
microsoft-skill-creator;github/awesome-copilot;microsoft-skill-creator;Creates agent skills for Microsoft tech using MCP. Investigates topics deeply and generates hybrid skills with local knowledge storage.
copywriting;coreyhaines31/marketingskills;copywriting;Helps with writing, rewriting, and improving marketing copy for various web pages.
ai-sdk;vercel/ai;use-ai-sdk;An AI SDK skill for answering questions and building AI-powered features like agents, chatbots, and text generation.
navigator;srbhr/resume-matcher;navigator;A skill for codebase orientation, helping explore code, find files, and understand project structure.
gpt-researcher;assafelovic/gpt-researcher;;An autonomous research agent for deep web and local research with citation capabilities, designed for developers to understand, extend, debu
find-skills;bytedance/deer-flow;public/find-skills;Helps users discover and install agent skills based on their queries.
skill-creator;bytedance/deer-flow;public/skill-creator;A guide for creating effective AI skills that extend Claude's capabilities with specialized knowledge, workflows, or tool integrations.
skill-creator;vercel-labs/agent-browser;;A skill for creating new skills or templates.
develop-ai-functions-example;vercel/ai;develop-ai-functions-example;Create and manage AI SDK function examples for validation and demonstration.
skill-developer;langfuse/langfuse;skill-developer;Create and manage Claude Code skills using Anthropic's best practices.
agent-builder;shareai-lab/learn-claude-code;agent-builder;Design and build AI agents for any domain, covering agent architecture, autonomous systems, and tool usage.
senior-prompt-engineer;davila7/claude-code-templates;development/senior-prompt-engineer;Expert-level prompt engineering skill for LLM optimization, structured outputs, and AI product development.
langchain;davila7/claude-code-templates;ai-research/agents-langchain;A framework for building LLM-powered applications with agents, chains, and RAG, supporting multiple providers and integrations.
mcp-builder;shareai-lab/learn-claude-code;mcp-builder;Build MCP servers to extend Claude AI capabilities with custom tools and external service integrations.
whisper;davila7/claude-code-templates;ai-research/multimodal-whisper;OpenAI's speech recognition model supporting 99 languages, transcription, translation, and language identification.
senior-computer-vision;davila7/claude-code-templates;development/senior-computer-vision;A world-class computer vision skill for image/video processing, object detection, segmentation, and visual AI systems using PyTorch, OpenCV,
generate-image;davila7/claude-code-templates;scientific/generate-image;Generate or edit images using AI models like FLUX and Gemini for general purposes.
code-reviewer;davila7/claude-code-templates;development/code-reviewer;A comprehensive code review skill for multiple languages with automated analysis and security scanning.
context7-auto-research;davila7/claude-code-templates;ai-research/context7-auto-research;Automatically fetches latest library/framework docs for Claude Code via Context7 API.
crewai-multi-agent;davila7/claude-code-templates;ai-research/agents-crewai;A multi-agent orchestration framework for autonomous AI collaboration, enabling role-based agent teamwork with memory and sequential executi
senior-ml-engineer;davila7/claude-code-templates;development/senior-ml-engineer;A world-class ML engineering skill for productionizing ML models, MLOps, and building scalable ML systems with expertise in PyTorch, TensorF
prompt-engineer;davila7/claude-code-templates;ai-research/prompt-engineer;Expert in designing effective prompts for LLM-powered applications, mastering prompt structure, context management, and output formatting.
ai-agents-architect;davila7/claude-code-templates;ai-research/ai-agents-architect;Design and build autonomous AI agents with tool use, memory, and planning.
copywriting;davila7/claude-code-templates;business-marketing/copywriting;Helps with writing, rewriting, and improving marketing copy for various web pages.
agent-memory-systems;davila7/claude-code-templates;ai-research/agent-memory-systems;This skill explores agent memory systems including short-term and long-term memory architectures and retrieval strategies.
prompt-engineering;davila7/claude-code-templates;ai-research/prompt-engineering;Expert guide on prompt engineering patterns, best practices, and optimization techniques for LLMs.
claude-code-guide;davila7/claude-code-templates;ai-research/claude-code-guide;A comprehensive guide to effectively using Claude Code, covering configuration, prompting, debugging, and best practices.
qdrant-vector-search;davila7/claude-code-templates;ai-research/rag-qdrant;A high-performance vector similarity search engine for RAG and semantic search, optimized for fast nearest neighbor search and scalable vect
agent-manager-skill;davila7/claude-code-templates;ai-research/agent-manager-skill;Manage multiple local CLI agents via tmux sessions with cron-friendly scheduling.
stable-diffusion-image-generation;davila7/claude-code-templates;ai-research/multimodal-stable-diffusion;Generate high-quality images from text prompts using Stable Diffusion models via HuggingFace Diffusers.
agent-memory-mcp;davila7/claude-code-templates;ai-research/agent-memory-mcp;A hybrid memory system for AI agents providing persistent and searchable knowledge management.
agent-evaluation;davila7/claude-code-templates;ai-research/agent-evaluation;Evaluate and benchmark LLM agents with behavioral testing, capability assessment, and reliability metrics.
scientific-schematics;davila7/claude-code-templates;scientific/scientific-schematics;Generate publication-quality scientific diagrams with AI, focusing on neural networks, flowcharts, and biological pathways.
brainstorming;davila7/claude-code-templates;development/brainstorming;A skill for brainstorming and exploring user intent before implementing creative work.
agent-tool-builder;davila7/claude-code-templates;ai-research/agent-tool-builder;A skill for designing effective AI agent tools with JSON Schema, error handling, and MCP standard.
pytorch-lightning;davila7/claude-code-templates;ai-research/distributed-training-pytorch-lightning;A high-level PyTorch framework for clean training loops with distributed training and callbacks.
content-creator;davila7/claude-code-templates;business-marketing/content-creator;Generate SEO-optimized marketing content with consistent brand voice using AI.
conversation-memory;davila7/claude-code-templates;ai-research/conversation-memory;Manages persistent memory for LLM conversations with short-term, long-term, and entity-based storage.
content-research-writer;davila7/claude-code-templates;business-marketing/content-research-writer;A skill for enhancing content writing through research, citations, and real-time feedback.
skill-creator;davila7/claude-code-templates;development/skill-creator;A guide for creating effective AI skills that extend Claude's capabilities with specialized knowledge, workflows, or tool integrations.
ai-sdk;vercel-labs/ai;use-ai-sdk;An AI SDK skill for answering questions and building AI-powered features like agents, chatbots, and text generation.
feature-design-assistant;davila7/claude-code-templates;development/feature-design-assistant;Assists in turning feature ideas into detailed designs and specs via natural dialogue.
cto-advisor;davila7/claude-code-templates;business-marketing/cto-advisor;Provides technical leadership guidance for engineering teams, including architecture decisions, technology strategy, and tech debt analysis.
autogpt-agents;davila7/claude-code-templates;ai-research/agents-autogpt;An autonomous AI agent platform for building and deploying continuous agents and complex multi-step automation systems.
scikit-learn;davila7/claude-code-templates;scientific/scikit-learn;A skill for machine learning tasks using scikit-learn in Python, including classification, regression, clustering, and model evaluation.
docx;davila7/claude-code-templates;document-processing/docx-official;Create, edit, and analyze .docx documents with support for tracked changes, comments, and formatting preservation.
create-plan;davila7/claude-code-templates;development/create-plan;Generate concise plans for coding tasks upon explicit user request.
skill-creation-guide;davila7/claude-code-templates;development/skill-creation-guide;A guide for creating effective skills that extend Claude's capabilities with specialized knowledge, workflows, or tool integrations.
perplexity-search;davila7/claude-code-templates;scientific/perplexity-search;Perform AI-powered web searches with real-time information using Perplexity models via LiteLLM and OpenRouter.
context-window-management;davila7/claude-code-templates;ai-research/context-window-management;Manage LLM context windows with strategies like summarization, trimming, and routing to avoid context rot.
agent-development;davila7/claude-code-templates;development/agent-development;A skill for developing autonomous agents with guidance on structure, prompts, and best practices for Claude Code plugins.
long-context;davila7/claude-code-templates;ai-research/emerging-techniques-long-context;Extend transformer model context windows using RoPE, YaRN, ALiBi, and position interpolation techniques for long document processing.
humanizer;davila7/claude-code-templates;productivity/humanizer;Remove AI-generated writing signs from text to make it sound more natural.
planning-with-files;davila7/claude-code-templates;productivity/planning-with-files;A skill for file-based planning of complex tasks using task_plan.md, findings.md, and progress.md files.
llamaindex;davila7/claude-code-templates;ai-research/agents-llamaindex;A data framework for building LLM applications with RAG, supporting document ingestion, indexing, and querying.
autonomous-agent-patterns;davila7/claude-code-templates;ai-research/autonomous-agent-patterns;Design patterns for building autonomous coding agents, covering tool integration, permission systems, and human-in-the-loop workflows.
typescript-expert;davila7/claude-code-templates;development/typescript-expert;A TypeScript/JavaScript expert skill for type-level programming, performance optimization, and modern tooling.
autonomous-agents;davila7/claude-code-templates;ai-research/autonomous-agents;An autonomous agent skill focusing on goal decomposition, planning, tool execution, and reliability in LLM systems.
knowledge-distillation;davila7/claude-code-templates;ai-research/emerging-techniques-knowledge-distillation;Compress large language models using knowledge distillation techniques for efficient deployment and reduced inference costs.
agent-md-refactor;davila7/claude-code-templates;development/agent-md-refactor;Refactors large agent instruction files into organized, linked documentation using progressive disclosure.
prompt-library;davila7/claude-code-templates;ai-research/prompt-library;A curated library of high-quality prompts for coding, writing, analysis, and creative tasks.
audiocraft-audio-generation;davila7/claude-code-templates;ai-research/multimodal-audiocraft;Generate music and sound effects from text using PyTorch libraries like MusicGen and AudioGen.
langgraph;davila7/claude-code-templates;ai-research/langgraph;A skill for building stateful, multi-actor AI applications using LangGraph framework.
screenshot-feature-extractor;davila7/claude-code-templates;development/screenshot-feature-extractor;Extract features from product screenshots and generate development task checklists.
computer-use-agents;davila7/claude-code-templates;ai-research/computer-use-agents;Build AI agents that interact with computers like humans do, covering screen viewing, cursor movement, button clicking, and text typing.
skill-installer;davila7/claude-code-templates;development/skill-installer;Install Codex skills from curated lists or GitHub repos.
subagent-driven-development;davila7/claude-code-templates;ai-research/subagent-driven-development;Execute implementation plans with independent tasks using subagents.
app-builder;davila7/claude-code-templates;business-marketing/app-builder;An orchestrator that builds full-stack applications from natural language requests using LLMs and agent coordination.
writing-skills;davila7/claude-code-templates;development/writing-skills;A skill for creating, editing, and verifying other skills before deployment.
writing-plans;davila7/claude-code-templates;development/writing-plans;This skill helps create writing plans for multi-step tasks based on specs or requirements.
gemini;davila7/claude-code-templates;ai-research/gemini;A skill for using Gemini CLI to perform code reviews, plan reviews, and process large contexts with Gemini 3 Pro.
mcp-integration;davila7/claude-code-templates;development/mcp-integration;Integrates Model Context Protocol (MCP) servers into Claude Code plugins for external tool and service connectivity.
mlflow;davila7/claude-code-templates;ai-research/mlops-mlflow;Manage machine learning experiments, model registry, and deployment with MLflow.
rag-engineer;davila7/claude-code-templates;ai-research/rag-engineer;Build Retrieval-Augmented Generation systems with expertise in embeddings, vector databases, and retrieval optimization.
dispatching-parallel-agents;davila7/claude-code-templates;ai-research/dispatching-parallel-agents;Dispatch parallel agents for independent tasks without shared state or dependencies.
modal-serverless-gpu;davila7/claude-code-templates;ai-research/infrastructure-modal;A serverless GPU platform for running ML workloads without managing infrastructure.
prompt-caching;davila7/claude-code-templates;ai-research/prompt-caching;Optimize LLM prompt caching with Anthropic, response caching, and CAG strategies.
pytorch-fsdp;davila7/claude-code-templates;ai-research/distributed-training-pytorch-fsdp;Expert guidance for PyTorch FSDP training with parameter sharding, mixed precision, and CPU offloading.
add-provider-package;vercel/ai;add-provider-package;Guide for adding new AI provider packages to the AI SDK to integrate AI services.
ai-product;davila7/claude-code-templates;business-marketing/ai-product;An AI-powered product skill covering LLM integration, RAG, prompt engineering, and cost optimization.
qa-test-planner;davila7/claude-code-templates;ai-research/qa-test-planner;Generate comprehensive QA test plans and cases with Figma integration.
huggingface-accelerate;davila7/claude-code-templates;ai-research/distributed-training-accelerate;Simplifies distributed training for PyTorch with minimal code changes and supports multiple frameworks like DeepSpeed and FSDP.
mcp-builder;davila7/claude-code-templates;development/mcp-builder;A guide for building high-quality MCP servers to enable LLMs to interact with external services via well-designed tools.
clinical-reports;davila7/claude-code-templates;scientific/clinical-reports;Generate comprehensive clinical reports with regulatory compliance and validation tools.
error-resolver;davila7/claude-code-templates;development/error-resolver;A skill for systematic error diagnosis and resolution using first-principle analysis.
llama-cpp;davila7/claude-code-templates;ai-research/inference-serving-llama-cpp;Run LLM inference on CPU, Apple Silicon, and consumer GPUs with GGUF quantization support.
notebooklm;davila7/claude-code-templates;productivity/notebooklm;Query Google NotebookLM notebooks directly from Claude Code with source-grounded answers and reduced hallucinations.
serving-llms-vllm;davila7/claude-code-templates;ai-research/inference-serving-vllm;Deploy LLM APIs with high throughput using vLLM's optimizations and support for OpenAI-compatible endpoints.
using-superpowers;davila7/claude-code-templates;development/using-superpowers;Establishes skill usage protocol at conversation start, requiring skill tool invocation before any response.
sentence-transformers;davila7/claude-code-templates;ai-research/rag-sentence-transformers;A framework for state-of-the-art sentence, text, and image embeddings with 5000+ pre-trained models for semantic similarity and retrieval.
behavioral-modes;davila7/claude-code-templates;ai-research/behavioral-modes;Adapts AI behavior based on task type using predefined operational modes.
deepspeed;davila7/claude-code-templates;ai-research/distributed-training-deepspeed;Expert guidance for distributed training with DeepSpeed including ZeRO optimization and FP16/BF16 support.
skill-development;davila7/claude-code-templates;development/skill-development;A skill for creating, improving, and organizing Claude Code plugin skills with best practices.
dspy;davila7/claude-code-templates;ai-research/prompt-engineering-dspy;A framework for systematic LM programming, enabling declarative AI system building with automatic prompt optimization and modular RAG system
rag-implementation;davila7/claude-code-templates;ai-research/rag-implementation;Implement Retrieval-Augmented Generation with chunking, embeddings, vector stores, and retrieval optimization.
parallel-agents;davila7/claude-code-templates;ai-research/parallel-agents;Orchestrate multiple independent agents for diverse domain tasks or comprehensive analysis.
moe-training;davila7/claude-code-templates;ai-research/emerging-techniques-moe-training;Train Mixture of Experts (MoE) models using DeepSpeed or HuggingFace for large-scale, sparse architectures.
langsmith-observability;davila7/claude-code-templates;ai-research/observability-langsmith;A LangSmith observability platform for tracing, evaluating, and monitoring LLM applications.
social-content;davila7/claude-code-templates;business-marketing/social-content;A skill for creating, scheduling, and optimizing social media content for various platforms like LinkedIn, Twitter, Instagram, TikTok, and F
evaluating-llms-harness;davila7/claude-code-templates;ai-research/evaluation-lm-evaluation-harness;Evaluates LLMs on 60+ academic benchmarks like MMLU, HumanEval, GSM8K, TruthfulQA, HellaSwag. Supports HuggingFace, vLLM, and APIs.
copy-editing;davila7/claude-code-templates;business-marketing/copy-editing;A skill for editing, reviewing, and improving marketing copy with systematic approaches.
model-merging;davila7/claude-code-templates;ai-research/emerging-techniques-model-merging;Merge multiple fine-tuned models using mergekit for enhanced performance and experimentation.
notion-spec-to-implementation;davila7/claude-code-templates;productivity/notion-spec-to-implementation;Convert Notion specifications into implementation plans and tasks.
training-llms-megatron;davila7/claude-code-templates;ai-research/distributed-training-megatron-core;Train large language models with NVIDIA Megatron-Core for high GPU efficiency and advanced parallelism.
competitive-ads-extractor;davila7/claude-code-templates;business-marketing/competitive-ads-extractor;Extracts and analyzes competitors' ads from ad libraries to inspire ad campaign improvements.
model-pruning;davila7/claude-code-templates;ai-research/emerging-techniques-model-pruning;Prune large language models to reduce size and improve inference speed using techniques like Wanda and SparseGPT.
peft-fine-tuning;davila7/claude-code-templates;ai-research/fine-tuning-peft;Efficient LLM fine-tuning with LoRA, QLoRA, and 25+ methods for limited GPU memory scenarios.
tensorboard;davila7/claude-code-templates;ai-research/mlops-tensorboard;Visualize training metrics, debug models, and compare experiments with TensorBoard.
evaluating-code-models;davila7/claude-code-templates;ai-research/evaluation-bigcode-evaluation-harness;Evaluates code generation models using benchmarks like HumanEval and MBPP with pass@k metrics.
repomix-explorer;yamadashy/repomix;repomix-explorer;Analyze or explore codebases using Repomix CLI.
instructor;davila7/claude-code-templates;ai-research/prompt-engineering-instructor;Extract structured data from LLM responses with Pydantic validation and automatic retries.
outlines;davila7/claude-code-templates;ai-research/prompt-engineering-outlines;Ensures valid JSON/XML/code structure during generation using Pydantic models and supports local models for fast inference.
task-execution-engine;davila7/claude-code-templates;development/task-execution-engine;Execute implementation tasks from design documents using markdown checkboxes.
nowait-reasoning-optimizer;davila7/claude-code-templates;productivity/nowait;Optimizes reasoning in LLMs using the NOWAIT technique, reducing token usage by 27-51% while maintaining accuracy.
transformers;davila7/claude-code-templates;scientific/transformers;A skill for working with pre-trained transformer models in NLP, computer vision, and multimodal tasks.
tensorrt-llm;davila7/claude-code-templates;ai-research/inference-serving-tensorrt-llm;Optimizes LLM inference using NVIDIA TensorRT for high throughput and low latency on A100/H100 GPUs.
blip-2-vision-language;davila7/claude-code-templates;ai-research/multimodal-blip-2;A vision-language model for image captioning, visual Q&A, and multimodal chat with zero-shot performance.
codex;davila7/claude-code-templates;development/codex;A skill for using Codex CLI with GPT-5.2 for code analysis, refactoring, and automated editing.
perplexity;davila7/claude-code-templates;ai-research/perplexity;A skill for web search and research using Perplexity AI, triggered by queries like 'search', 'find', 'look up', 'ask', 'research', or 'what'
weights-and-biases;davila7/claude-code-templates;ai-research/mlops-weights-and-biases;Track ML experiments, visualize training, optimize hyperparameters, and manage model registry with W&B.
