# Agent Skills Index
URL_TEMPLATE: https://raw.githubusercontent.com/{repo}/main/skills/{path}/SKILL.md
COLUMNS: id;repo;path;summary
migrate-oai-app;modelcontextprotocol/ext-apps;migrate-oai-app;This skill should be used when the user asks to "migrate from OpenAI Apps SDK", "convert OpenAI App to MCP", "port from window.openai", "migrate from skybridge", "convert openai/outputTemplate", or needs guidance on converting OpenAI Apps SDK applications to MCP Apps SDK. Provides step-by-step migration guidance with API mapping tables.
skill-generator;catlog22/claude-code-workflow;skill-generator;Meta-skill for creating new Claude Code skills with configurable execution modes. Supports sequential (fixed order) and autonomous (stateless) phase patterns. Use for skill scaffolding, skill creation, or building new workflows. Triggers on "create skill", "new skill", "skill generator".
organization-best-practices;better-auth/skills;main/better-auth/organization;This skill provides guidance and enforcement rules for implementing multi-tenant organizations, teams, and role-based access control using Better Auth's organization plugin.
just-scrape;scrapegraphai/just-scrape;just-scrape;CLI tool for AI-powered web scraping, data extraction, search, and crawling via ScrapeGraph AI. Use when the user needs to scrape websites, extract structured data from URLs, convert pages to markdown, crawl multi-page sites, search the web for information, automate browser interactions (login, click, fill forms), get raw HTML, discover sitemaps, or generate JSON schemas. Triggers on tasks involving: (1) extracting data from websites, (2) web scraping or crawling, (3) converting webpages to markdown, (4) AI-powered web search with extraction, (5) browser automation, (6) generating output schemas for scraping. The CLI is just-scrape (npm package just-scrape).
tooluniverse-protein-therapeutic-design;mims-harvard/tooluniverse;tooluniverse-protein-therapeutic-design;Design novel protein therapeutics (binders, enzymes, scaffolds) using AI-guided de novo design. Uses RFdiffusion for backbone generation, ProteinMPNN for sequence design, ESMFold/AlphaFold2 for validation. Use when asked to design protein binders, therapeutic proteins, or engineer protein function.
cli-skills;llama-farm/llamafarm;cli-skills;CLI best practices for LlamaFarm. Covers Cobra, Bubbletea, Lipgloss patterns for Go CLI development.
check-review-alignment;huangwb8/chineseresearchlatex;check-review-alignment;当用户明确要求"核查/优化综述 `{主题}_review.tex` 的正文引用"或"运行 check-review-alignment"时使用。通过宿主 AI 的语义理解逐条核查引用是否与文献内容吻合，只在发现致命性引用错误时对"包含引用的句子"做最小化改写，并复用 `systematic-literature-review` 的渲染脚本输出 PDF/Word。核心原则：不为了改而改，无法确定是否为致命性错误时保留原样并在报告中警告。⚠️ 不适用：用户只是想生成系统综述正文（应使用 systematic-literature-review）；用户只是想新增/核对 BibTeX 条目（应使用专门的 bib 管理流程）。
migrating-latex-templates;huangwb8/chineseresearchlatex;transfer_old_latex_to_new;当用户明确要求"迁移标书""升级模板""跨版本迁移""旧标书转新模板"时使用。智能迁移NSFC LaTeX标书到新版模板，基于五阶段工作流（分析→映射→规划→执行→验证），自动处理结构变化、内容重组、引用更新；支持AI驱动语义匹配与启发式回退，并提供 runs 输出隔离与一键迁移脚本。
get-review-theme;huangwb8/chineseresearchlatex;get-review-theme;当用户明确要求"从文件/图片/网页/描述中提取综述主题"或"生成主题+关键词+核心问题结构化输出"时使用。支持文件（PDF/Word/Markdown/Tex）、文件夹、图片、自然语言描述、网页 URL 等多种输入源，自动识别输入类型并提取内容，生成可直接用于 systematic-literature-review 及其他文献综述技能的结构化输出。
seo-competitor-pages;agricidaniel/claude-seo;seo-competitor-pages;Generate SEO-optimized competitor comparison and alternatives pages. Covers "X vs Y" layouts, "alternatives to X" pages, feature matrices, schema markup, and conversion optimization. Use when user says "comparison page", "vs page", "alternatives page", "competitor comparison", or "X vs Y".
seo;agricidaniel/claude-seo;;Comprehensive SEO analysis for any website or business type. Performs full site audits, single-page deep analysis, technical SEO checks (crawlability, indexability, Core Web Vitals with INP), schema markup detection/validation/generation, content quality assessment (E-E-A-T framework per Dec 2025 update extending to all competitive queries), image optimization, sitemap analysis, and Generative Engine Optimization (GEO) for AI Overviews, ChatGPT, and Perplexity citations. Analyzes AI crawler accessibility (GPTBot, ClaudeBot, PerplexityBot), llms.txt compliance, brand mention signals, and passage-level citability. Industry detection for SaaS, e-commerce, local business, publishers, agencies. Triggers on: "SEO", "audit", "schema", "Core Web Vitals", "sitemap", "E-E-A-T", "AI Overviews", "GEO", "technical SEO", "content quality", "page speed", "structured data".
moai-lang-ruby;modu-ai/moai-adk;moai-lang-ruby;Ruby 3.3+ development specialist covering Rails 7.2, ActiveRecord, Hotwire/Turbo, and modern Ruby patterns. Use when developing Ruby APIs, web applications, or Rails projects.
moai-tool-svg;modu-ai/moai-adk;moai-tool-svg;SVG creation, optimization, and transformation specialist. Use when creating vector graphics, optimizing SVG files with SVGO, implementing icon systems, building data visualizations, or adding SVG animations.
axiom-swiftui-search-ref;charleswiltgen/axiom;axiom-swiftui-search-ref;Use when implementing SwiftUI search — .searchable, isSearching, search suggestions, scopes, tokens, programmatic search control (iOS 15-18). For iOS 26 search refinements (bottom-aligned, minimized toolbar, search tab role), see swiftui-26-ref.
axiom-apple-docs;charleswiltgen/axiom;axiom-apple-docs;Use when ANY question involves Apple framework APIs, Swift compiler errors, or Xcode-bundled documentation. Covers Liquid Glass, Swift 6.2 concurrency, Foundation Models, SwiftData, StoreKit, 32 Swift compiler diagnostics.
axiom-spritekit-ref;charleswiltgen/axiom;axiom-spritekit-ref;SpriteKit API reference — all node types, physics body creation, action catalog, texture atlases, constraints, scene setup, particles, SKRenderer
axiom-ios-games;charleswiltgen/axiom;axiom-ios-games;Use when building ANY 2D or 3D game, game prototype, or interactive simulation with SpriteKit, SceneKit, or RealityKit. Covers scene graphs, ECS architecture, physics, actions, game loops, rendering, SwiftUI integration, SceneKit migration.
axiom-spritekit-diag;charleswiltgen/axiom;axiom-spritekit-diag;Use when physics contacts don't fire, objects tunnel through walls, frame rate drops, touches don't register, memory spikes, coordinate confusion, or scene transition crashes
axiom-sf-symbols;charleswiltgen/axiom;axiom-sf-symbols;Use when implementing SF Symbols rendering modes, symbol effects, animations, custom symbols, or troubleshooting symbol appearance - covers the full symbol effects system from iOS 17 through SF Symbols 7 Draw animations in iOS 26
axiom-sf-symbols-ref;charleswiltgen/axiom;axiom-sf-symbols-ref;Use when you need complete SF Symbols API reference including every rendering mode, symbol effect, configuration option, UIKit equivalent, and platform availability - comprehensive code examples for iOS 17 through iOS 26
axiom-realitykit;charleswiltgen/axiom;axiom-realitykit;Use when building 3D content, AR experiences, or spatial computing with RealityKit. Covers ECS architecture, SwiftUI integration, RealityView, AR anchors, materials, physics, interaction, multiplayer, performance.
axiom-scenekit;charleswiltgen/axiom;axiom-scenekit;Use when working with SceneKit 3D scenes, migrating SceneKit to RealityKit, or maintaining legacy SceneKit code. Covers scene graph, materials, physics, animation, SwiftUI bridge, migration decision tree.
axiom-scenekit-ref;charleswiltgen/axiom;axiom-scenekit-ref;SceneKit → RealityKit concept mapping, complete API cross-reference for migration, scene graph API, materials, lighting, camera, physics, animation, constraints
axiom-realitykit-diag;charleswiltgen/axiom;axiom-realitykit-diag;Use when RealityKit entities not visible, anchors not tracking, gestures not responding, performance drops, materials wrong, or multiplayer sync fails
axiom-realitykit-ref;charleswiltgen/axiom;axiom-realitykit-ref;RealityKit API reference — Entity, Component, System, RealityView, Model3D, anchor types, material system, physics, collision, animation, audio, accessibility
clawsec-suite;prompt-security/clawsec;clawsec-suite;ClawSec suite manager with embedded advisory-feed monitoring, cryptographic signature verification, approval-gated malicious-skill response, and guided setup for additional security skills.
type-design-performance;aaronontheweb/dotnet-skills;csharp-type-design-performance;Design .NET types for performance. Seal classes, use readonly structs, prefer static pure functions, avoid premature enumeration, and choose the right collection types.
database-performance;aaronontheweb/dotnet-skills;database-performance;Database access patterns for performance. Separate read/write models, avoid N+1 queries, use AsNoTracking, apply row limits, and never do application-side joins. Works with EF Core and Dapper.
api-design;aaronontheweb/dotnet-skills;csharp-api-design;Design stable, compatible public APIs using extend-only design principles. Manage API compatibility, wire compatibility, and versioning for NuGet packages and distributed systems.
dotnet-local-tools;aaronontheweb/dotnet-skills;local-tools;Managing local .NET tools with dotnet-tools.json for consistent tooling across development environments and CI/CD pipelines.
dependency-injection-patterns;aaronontheweb/dotnet-skills;microsoft-extensions-dependency-injection;Organize DI registrations using IServiceCollection extension methods. Group related services into composable Add* methods for clean Program.cs and reusable configuration in tests.
testcontainers-integration-tests;aaronontheweb/dotnet-skills;testcontainers;Write integration tests using TestContainers for .NET with xUnit. Covers infrastructure testing with real databases, message queues, and caches in Docker containers instead of mocks.
package-management;aaronontheweb/dotnet-skills;package-management;Manage NuGet packages using Central Package Management (CPM) and dotnet CLI commands. Never edit XML directly - use dotnet add/remove/list commands. Use shared version variables for related packages.
serialization;aaronontheweb/dotnet-skills;serialization;Choose the right serialization format for .NET applications. Prefer schema-based formats (Protobuf, MessagePack) over reflection-based (Newtonsoft.Json). Use System.Text.Json with AOT source generators for JSON scenarios.
microsoft-extensions-configuration;aaronontheweb/dotnet-skills;microsoft-extensions-configuration;Microsoft.Extensions.Options patterns including IValidateOptions, strongly-typed settings, validation on startup, and the Options pattern for clean configuration management.
seedance;songguoxs/seedance-prompt-skill;seedance;This skill should be used when the user asks to "generate video prompts", "create Seedance prompts", "write video descriptions", mentions "Seedance", "seedance", "即梦", "即梦平台", "视频提示词", "视频生成", "AI视频", "短剧", "广告视频", "视频延长", or discusses video prompt engineering, AI video generation, or Seedance 2.0 workflows.
akka-net-best-practices;aaronontheweb/dotnet-skills;akka-best-practices;Critical Akka.NET best practices including EventStream vs DistributedPubSub, supervision strategies, error handling, Props vs DependencyResolver, work distribution patterns, and cluster/local mode abstractions for testability.
crap-analysis;aaronontheweb/dotnet-skills;crap-analysis;Analyze code coverage and CRAP (Change Risk Anti-Patterns) scores to identify high-risk code. Use OpenCover format with ReportGenerator for Risk Hotspots showing cyclomatic complexity and untested code paths.
skill-evaluator;gotalab/skillport;;Evaluates agent skills against Anthropic's best practices. Use when asked to review, evaluate, assess, or audit a skill for quality. Analyzes SKILL.md structure, naming conventions, description quality, content organization, and identifies anti-patterns. Produces actionable improvement recommendations.
skill-scanner;getsentry/skills;main/plugins/sentry-skills/skills/skill-scanner;Scan agent skills for security issues. Use when asked to "scan a skill", "audit a skill", "review skill security", "check skill for injection", "validate SKILL.md", or assess whether an agent skill is safe to install. Checks for prompt injection, malicious scripts, excessive permissions, secret exposure, and supply chain risks.
babysit;a5c-ai/babysitter;babysit;Orchestrate via @babysitter. Use this skill when asked to babysit a run, orchestrate a process or whenever it is called explicitly. (babysit, babysitter, orchestrate, orchestrate a run, workflow, etc.)
django-access-review;getsentry/skills;main/plugins/sentry-skills/skills/django-access-review;Django access control and IDOR security review. Use when reviewing Django views, DRF viewsets, ORM queries, or any Python/Django code handling user authorization. Trigger keywords: "IDOR", "access control", "authorization", "Django permissions", "object permissions", "tenant isolation", "broken access".
orchestrator;first-fluke/oh-my-ag;orchestrator;Automated multi-agent orchestrator that spawns CLI subagents in parallel, coordinates via MCP Memory, and monitors progress
qa-agent;first-fluke/oh-my-ag;qa-agent;Quality assurance specialist for security, performance, accessibility, and comprehensive testing
day2-supplement-mcp;ai-native-camp/camp-1;day2-supplement-mcp;Day 2 보충 자료 - MCP 딥다이브. Claude Code에 외부 도구를 연결하는 MCP를 체계적으로 배운다. "MCP 배우기", "MCP 보충", "MCP 강의", "MCP 학습" 요청에 사용.
day2-create-context-sync-skill;ai-native-camp/camp-1;day2-create-context-sync-skill;AI Native Camp Day 2 Context Sync 스킬 만들기. 여러 외부 도구에서 컨텍스트를 수집하여 하나의 sync 문서로 만드는 나만의 스킬을 직접 구축한다. "2일차", "Day 2", "context sync", "컨텍스트 싱크", "sync 스킬", "스킬 만들기", "정보 수집 스킬" 요청에 사용.
configuring-dbt-mcp-server;dbt-labs/dbt-agent-skills;configuring-dbt-mcp-server;Use when setting up, configuring, or troubleshooting the dbt MCP server for AI tools like Claude Desktop, Claude Code, Cursor, or VS Code.
recover;boshu2/agentops;recover;Post-compaction context recovery. Detects in-progress RPI and evolve sessions, loads knowledge, shows recent work and pending tasks. Triggers: "recover", "lost context", "where was I", "what was I working on".
update;boshu2/agentops;update;Reinstall all AgentOps skills globally from the latest source. Triggers: "update skills", "reinstall skills", "sync skills".
learn;boshu2/agentops;learn;Capture knowledge manually into the flywheel. Save a decision, pattern, lesson, or constraint for future sessions. Triggers: "learn", "remember this", "save this insight", "I learned something", "note this pattern".
influence-psychology;wondelai/skills;main/influence-psychology;Persuasion science framework based on Robert Cialdini's "Influence: The Psychology of Persuasion". Use when you need to: (1) design features that leverage social proof, (2) write persuasive copy and messaging, (3) analyze why users take (or don't take) actions, (4) create onboarding flows using commitment/consistency, (5) design referral programs using reciprocity, (6) audit for ethical persuasion, (7) apply influence psychology to product design, marketing, sales, or negotiation.
obviously-awesome;wondelai/skills;main/obviously-awesome;Product positioning framework based on April Dunford's "Obviously Awesome". Use when you need to: (1) define competitive alternatives your customers actually consider, (2) identify unique attributes that differentiate your product, (3) map attributes to customer value themes, (4) define best-fit target customers, (5) choose the right market category, (6) create a positioning canvas for team alignment, (7) run team positioning exercises and workshops.
made-to-stick;wondelai/skills;main/made-to-stick;Sticky messaging framework based on Chip & Dan Heath's "Made to Stick". Use when you need to: (1) make product messaging more memorable, (2) write sticky taglines and value propositions, (3) create compelling product demos and presentations, (4) design memorable onboarding experiences, (5) craft internal communications that stick, (6) apply the SUCCESs framework (Simple, Unexpected, Concrete, Credible, Emotional, Stories), (7) analyze why messaging isn't resonating.
design-sprint;wondelai/skills;main/design-sprint;Design Sprint methodology based on Jake Knapp's "Sprint" (Google Ventures). Use when you need to: (1) validate product ideas in 5 days instead of months, (2) rapidly prototype and test solutions, (3) answer critical business questions quickly, (4) align teams on product direction, (5) de-risk product development before building, (6) test multiple concepts with real users, (7) make fast strategic decisions through structured process.
ui-ux-pro-max;jmerta/codex-skills;;Use when designing, building, or refining frontend UI/UX: layouts, components, visual systems, typography, color, and UX patterns for websites, landing pages, dashboards, and product interfaces. Provides searchable styles, palettes, font pairings, charts, and stack best practices (React, Next.js, Vue, Svelte, SwiftUI, React Native, Flutter, Tailwind).
manage-mcp;nuxt-modules/mcp-toolkit;manage-mcp;Manage MCP servers in Nuxt - setup, create, customize with middleware, review, and troubleshoot
jimeng_mcp_skill;wwwzhouhui/skills_collection;;使用jimeng-mcp-server进行AI图像和视频生成。当用户请求从文本生成图像、合成多张图片、从文本描述创建视频或为静态图像添加动画时使用此技能。支持四大核心能力：文生图、图像合成、文生视频、图生视频。需要jimeng-mcp-server在本地运行或通过SSE/HTTP访问。
ui-components;yonatangross/orchestkit;ui-components;UI component library patterns for shadcn/ui and Radix Primitives. Use when building accessible component libraries, customizing shadcn components, using Radix unstyled primitives, or creating design system foundations.
cucumber-best-practices;thebushidocollective/han;cucumber-best-practices;Cucumber best practices, patterns, and anti-patterns
react-performance;thebushidocollective/han;react-performance;Use when React performance optimization including memoization, lazy loading, and virtualization. Use when optimizing React applications.
critical-thinking-logical-reasoning;sammcj/agentic-coding;;Critical thinking and logical reasoning analysis skills for when you are explicitly asked to critically analyse written content such as articles, blogs, transcripts and reports (not code).
atomic-design-atoms;thebushidocollective/han;atomic-design-atoms;Use when creating atomic-level UI components like buttons, inputs, labels, and icons. The smallest building blocks of a design system.
ansible-playbooks;thebushidocollective/han;ansible-playbooks;Use when writing and organizing Ansible playbooks for automated configuration management and infrastructure orchestration.
structural-design-principles;thebushidocollective/han;structural-design-principles;Use when designing modules and components requiring Composition Over Inheritance, Law of Demeter, Tell Don't Ask, and Encapsulation principles that transcend programming paradigms.
nestjs-testing;thebushidocollective/han;nestjs-testing;Use when nestJS testing with unit tests, integration tests, and e2e tests. Use when building well-tested NestJS applications.
bdd-principles;thebushidocollective/han;bdd-principles;Core BDD concepts, philosophy, and the Three Amigos practice
ink-component-patterns;thebushidocollective/han;ink-component-patterns;Use when building terminal UIs with Ink component patterns for React-based CLI applications.
