# Agent Skills Index
URL_TEMPLATE: https://raw.githubusercontent.com/{repo}/main/skills/{path}/SKILL.md
COLUMNS: id;repo;path;summary
design-principles;srbhr/resume-matcher;design-principles;A skill for understanding and applying design principles in UI/UX creation.
web-design-guidelines;bytedance/deer-flow;public/web-design-guidelines;Reviews UI code for web interface guidelines compliance, focusing on accessibility and design best practices.
ui-design-system;davila7/claude-code-templates;creative-design/ui-design-system;A UI design system toolkit for senior designers including design tokens, component docs, responsive design, and dev handoff tools.
ui-ux-pro-max;davila7/claude-code-templates;creative-design/ui-ux-pro-max;A comprehensive UI/UX design assistant with 50 styles, 21 palettes, and support for multiple frameworks like React, Next.js, Vue, and Svelte
ux-researcher-designer;davila7/claude-code-templates;creative-design/ux-researcher-designer;A UX research and design toolkit for senior designers, including persona generation, journey mapping, and usability testing.
mobile-design;davila7/claude-code-templates;creative-design/mobile-design;A skill for mobile-first design thinking and decision-making for iOS and Android apps, focusing on touch interaction and platform convention
draw-io;davila7/claude-code-templates;creative-design/draw-io;Create, edit, and review draw.io diagrams with XML editing, PNG conversion, and AWS icon support.
web-design-guidelines;davila7/claude-code-templates;creative-design/web-design-guidelines;Reviews UI code for web interface guidelines compliance, focusing on accessibility and design best practices.
excalidraw;davila7/claude-code-templates;creative-design/excalidraw;Handles Excalidraw diagram operations and visualizations for architecture and flowcharts.
canvas-design;davila7/claude-code-templates;creative-design/canvas-design;Create beautiful visual art and designs in PNG and PDF formats using design principles.
design-system-starter;davila7/claude-code-templates;development/design-system-starter;Create and evolve design systems with design tokens, component architecture, accessibility guidelines, and documentation templates.
theme-factory;davila7/claude-code-templates;creative-design/theme-factory;A toolkit for applying themes to various artifacts like slides and documents.
brand-guidelines;davila7/claude-code-templates;business-marketing/brand-guidelines-anthropic;Applies Anthropic's brand guidelines including colors and typography to artifacts.
algorithmic-art;davila7/claude-code-templates;creative-design/algorithmic-art;Generate algorithmic art using p5.js with seeded randomness and interactive parameters.
core-components;davila7/claude-code-templates;development/core-components;A core component library and design system for building consistent UIs with design tokens.
figma-implement-design;davila7/claude-code-templates;creative-design/figma-implement-design;Generate production-ready code from Figma designs with visual fidelity.
figma;davila7/claude-code-templates;creative-design/figma;Fetch design context and assets from Figma, generate production code.
web-design-guidelines;vercel-labs/claude-skills;web-design-guidelines;Reviews UI code for web interface guidelines compliance, focusing on accessibility and design best practices.
ui-ux-pro-max;sickn33/antigravity-awesome-skills;ui-ux-pro-max;UI/UX design intelligence with 50 styles, 21 palettes, 50 font pairings, 20 charts, and 9 tech stacks (React, Vue, Flutter) for planning and
mobile-design;sickn33/antigravity-awesome-skills;mobile-design;Mobile-first design and engineering doctrine for iOS and Android apps, covering interaction, performance, and platform conventions.
frontend-design;sickn33/antigravity-awesome-skills;frontend-design;Create distinctive frontend interfaces with intentional aesthetics and non-generic visual identity for web UIs, components, and applications
web-design-guidelines;sickn33/antigravity-awesome-skills;web-design-guidelines;Reviews UI code for web interface guidelines compliance, focusing on accessibility and design best practices.
canvas-design;sickn33/antigravity-awesome-skills;canvas-design;Create beautiful visual art and designs in PNG and PDF formats using design principles.
core-components;sickn33/antigravity-awesome-skills;core-components;A core component library and design system for building consistent UIs with design tokens.
ui-ux-designer;sickn33/antigravity-awesome-skills;ui-ux-designer;A UI/UX designer skill for creating user interfaces and experiences.
algorithmic-art;sickn33/antigravity-awesome-skills;algorithmic-art;Generate algorithmic art using p5.js with seeded randomness and interactive parameters.
theme-factory;sickn33/antigravity-awesome-skills;theme-factory;A toolkit for applying themes to various artifacts like slides and documents.
brand-guidelines;sickn33/antigravity-awesome-skills;;Applies Anthropic's brand guidelines including colors and typography to artifacts.
stitch-ui-design;sickn33/antigravity-awesome-skills;stitch-ui-design;Expert guide for creating effective prompts for Google Stitch AI UI design tool. Covers prompt structure, specificity techniques, iteration
design-orchestration;sickn33/antigravity-awesome-skills;design-orchestration;Orchestrates design workflows through brainstorming, review, and execution readiness.
tailwind-design-system;sickn33/antigravity-awesome-skills;tailwind-design-system;Create scalable design systems and component libraries using Tailwind CSS and design tokens.
ui-skills;sickn33/antigravity-awesome-skills;ui-skills;Opinionated constraints to guide agents when building interfaces
nanobanana-ppt-skills;sickn33/antigravity-awesome-skills;nanobanana-ppt-skills;AI-powered PPT generation with document analysis and styled images
kpi-dashboard-design;sickn33/antigravity-awesome-skills;kpi-dashboard-design;Design effective KPI dashboards with metrics selection and visualization best practices.
design-md;sickn33/antigravity-awesome-skills;design-md;Analyze Stitch projects and generate semantic design systems in DESIGN.md files.
figma-automation;sickn33/antigravity-awesome-skills;figma-automation;Automate Figma tasks via Rube MCP (Composio): files, components, design tokens, comments, exports. Always search tools first for current sch
canva-automation;sickn33/antigravity-awesome-skills;canva-automation;Automate Canva tasks via Rube MCP (Composio): designs, exports, folders, brand templates, autofill. Always search tools first for current sc
baoyu-infographic;jimliu/baoyu-skills;baoyu-infographic;Generates professional infographics with multiple layouts and styles. Analyzes content to recommend design combinations.
figma-implement-design;openai/skills;main/skills/.curated/figma-implement-design;Generate production-ready code from Figma designs with visual fidelity.
figma;openai/skills;main/skills/.curated/figma;Fetch design context and assets from Figma, generate production code.
frontend-design;everyinc/compound-engineering-plugin;frontend-design;Creates high-quality, distinctive frontend interfaces with polished code and design.
art;danielmiessler/personal_ai_infrastructure;Art;Complete visual content system for creating illustrations, diagrams, infographics and other visual assets
design-md;google-labs-code/stitch-skills;design-md;Analyze Stitch projects and generate semantic design systems in DESIGN.md files.
frontend-ui-ux;yeachan-heo/oh-my-claudecode;;A skill for creating stunning UI/UX designs without design mockups.
frontend-slides;zarazhangrui/frontend-slides;;Creates animation-rich HTML presentations from scratch or by converting PowerPoint files, helping non-designers achieve visual aesthetics.
pptx-posters;k-dense-ai/claude-scientific-skills;;Create research posters in PPTX format using HTML/CSS with responsive layouts.
remotion;google-labs-code/stitch-skills;remotion;Generate walkthrough videos from Stitch projects using Remotion with smooth transitions, zooming, and text overlays
quick-mockups;civitai/civitai;quick-mockups;Create multiple UI design mockups in parallel using HTML, Mantine v7, and Tailwind.
interface-design;dammyjay93/interface-design;interface-design;A skill for designing interfaces including dashboards, admin panels, apps, and interactive products.
web-design-guidelines;antfu/skills;main/skills/web-design-guidelines;Reviews UI code for web interface guidelines compliance, focusing on accessibility and design best practices.
frontend-design;vudovn/antigravity-kit;frontend-design;A skill for applying design thinking and decision-making to web UI components, layouts, and aesthetics.
mobile-design;vudovn/antigravity-kit;mobile-design;A skill for mobile-first design thinking and decision-making for iOS and Android apps, focusing on touch interaction and platform convention
web-design-guidelines;vercel/examples;web-design-guidelines;Reviews UI code for web interface guidelines compliance, focusing on accessibility and design best practices.
frontend-design-system;supercent-io/skills-template;;Create production-grade UI designs with design tokens, layout rules, and accessibility checks.
web-design-guidelines;supercent-io/skills-template;;Audits web UI code for compliance with design guidelines and best practices.
infographic-creator;antvis/infographic;infographic-creator;Create infographics from text content.
infographic-syntax-creator;antvis/infographic;infographic-syntax-creator;Generates AntV Infographic syntax for visual data representation and template creation.
infographic-item-creator;antvis/infographic;infographic-item-creator;Creates or updates infographic item components for a TypeScript/TSX codebase.
infographic-structure-creator;antvis/infographic;infographic-structure-creator;Create or update infographic structure components for TypeScript/TSX in src/designs/structures.
storyboard-creation;inference-sh-9/skills;main/skills/storyboard-creation;Film and video storyboarding with shot vocabulary, continuity rules, and panel layout for video planning and pre-production.
app-store-screenshots;inference-sh-9/skills;main/skills/app-store-screenshots;Create App Store and Google Play screenshots with exact platform specifications including iOS/Android dimensions, device mockups, and previe
explainer-video-guide;inference-sh-9/skills;main/skills/explainer-video-guide;Explainer video production guide covering scripting, voiceover, visuals, and assembly with multi-tool pipelines.
email-design;inference-sh-9/skills;main/skills/email-design;Email marketing design with layout patterns, subject line formulas, and deliverability rules. Covers welcome sequences, promotional emails,
landing-page-design;inference-sh-9/skills;main/skills/landing-page-design;Landing page conversion optimization with layout rules, hero section design, and CTA psychology. Covers above-the-fold formula, social proof
og-image-design;inference-sh-9/skills;main/skills/og-image-design;Design Open Graph and social sharing images with platform specs, text placement, and branding. Covers OG meta tags, Twitter cards, LinkedIn
book-cover-design;inference-sh-9/skills;main/skills/book-cover-design;Book cover design with genre-specific conventions, typography rules, and AI image generation for self-publishing and various formats.
character-design-sheet;inference-sh-9/skills;main/skills/character-design-sheet;Create character consistency sheets for AI image generation with reference materials, LoRA techniques, turnaround views, expressions, and co
social-media-carousel;inference-sh-9/skills;main/skills/social-media-carousel;Multi-slide carousel design for Instagram, LinkedIn, and Twitter with layout rules and hooks. Covers slide structure, text hierarchy, swipe
product-photography;inference-sh-9/skills;main/skills/product-photography;AI-powered product photography skill for generating professional product images with studio lighting, lifestyle shots, and e-commerce standa
youtube-thumbnail-design;inference-sh-9/skills;main/skills/youtube-thumbnail-design;YouTube thumbnail design with specific dimensions, contrast rules, and mobile preview optimization. Covers safe zones, text placement, face
logo-design-guide;inference-sh-9/skills;main/skills/logo-design-guide;Logo design principles and AI image generation best practices for creating logos. Covers logo types, prompting techniques, scalability rules
ui-ux-pro-max;likaia/nginxpulse;ui-ux-pro-max;Comprehensive UI/UX design skill with 50 styles, 21 palettes, multiple framework support (React, Vue, etc.) for websites, apps, and various
implement-design;figma/mcp-server-guide;implement-design;Implement Figma designs into production-ready code with visual fidelity.
ui-design-system;alirezarezvani/claude-skills;;A UI design system toolkit for senior designers including design tokens, component docs, responsive design, and dev handoff tools.
ux-researcher-designer;alirezarezvani/claude-skills;;A UX research and design toolkit for senior designers, including persona generation, journey mapping, and usability testing.
implementing-figma-designs;onekeyhq/app-monorepo;implementing-figma-designs;Implement Figma designs using OneKey component library for UI development.
excalidraw-diagram;axtonliu/axton-obsidian-visual-skills;;Generate Excalidraw diagrams from text with multiple output formats.
superdesign;superdesigndev/superdesign-skill;superdesign;Design agent for frontend UI/UX. Creates projects, drafts, and components via CLI. Supports iteration, context files, and line ranges.
macos-design-guidelines;ehmo/platform-design-skills;macos;Provides Apple's macOS design guidelines for SwiftUI and AppKit app development.
aesthetic;mrgoonie/claudekit-skills;aesthetic;Create aesthetically beautiful interfaces using design principles and AI tools.
product-designer;borghei/claude-skills;;Expert product design covering UI/UX design, design systems, prototyping, user research, and design thinking.
8-bit-pixel-art-patterns;theorcdev/8bitcn-ui;8-bit-pixel-art-patterns;Create pixelated borders, shadows, and effects for 8-bit retro components with authentic pixel art aesthetics.
ui-animation;mblode/agent-skills;ui-animation;Guidelines and examples for UI motion and animation covering design, implementation, and review of motion, easing, timing, and reduced-motio
svg-icon-generator;jeremylongshore/claude-code-plugins-plus-skills;;Auto-activating skill for generating SVG icons as part of Visual Content category
openscad;mitsuhiko/agent-stuff;openscad;Create and render OpenSCAD 3D models with preview generation, parameter extraction, syntax validation, and STL export for 3D printing.
frontend-design;jwynia/agent-skills;tech/frontend/design/frontend-design;Create high-quality frontend interfaces with design tools for palettes, typography, and components.
motion;jezweb/claude-skills;;Motion design and animation skill for creating dynamic user interfaces and visual effects.
color-palette;jezweb/claude-skills;color-palette;Generate accessible color palettes from a single brand hex with 11-shade scale, semantic tokens, and dark mode variants.
anti-render;lionad-morotar/anti-render-skill;anti-render;Generates visual contrasts between ideal promises and harsh realities across any domain using three distinct visual styles.
logo-creator;resciencelab/opc-skills;logo-creator;Create logos using AI image generation with style discussion, variations, user feedback iteration, cropping, background removal, and SVG exp
design-master;huangserva/skill-prompt-generator;;A skill for mastering design principles and practices.
banner-creator;resciencelab/opc-skills;banner-creator;Create banners using AI image generation with format/style discussion, variations, user feedback iteration, and target ratio cropping.
icon-design;jezweb/claude-skills;;Provides guidance and tools for creating icons, focusing on visual assets and UI design elements.
ui-design;tencentcloudbase/cloudbase-mcp;ui-design;A skill for creating professional UI designs and frontend interfaces with high aesthetic quality.
web-design-guidelines;skillcreatorai/ai-agent-skills;web-design-guidelines;Provides modern web design principles for responsive layouts, accessibility, and visual hierarchy.
canvas-design;skillcreatorai/ai-agent-skills;canvas-design;Create beautiful visual art and designs in PNG and PDF formats using design principles.
algorithmic-art;skillcreatorai/ai-agent-skills;algorithmic-art;Create algorithmic art using p5.js with seeded randomness and interactive parameters.
brand-guidelines;skillcreatorai/ai-agent-skills;brand-guidelines;Applies brand colors and typography to artifacts for consistent branded content.
theme-factory;skillcreatorai/ai-agent-skills;theme-factory;A toolkit for applying themes to various artifacts like slides and documents.
ui-ux-pro-max;kimny1143/claude-code-template;ui-ux-pro-max;UI/UX design intelligence for planning, building, designing, implementing, reviewing, and improving UI/UX code with various styles and proje
excalidraw;softaworks/agent-toolkit;excalidraw;Handles Excalidraw diagram operations and visualizations for architecture and flowcharts.
draw-io;softaworks/agent-toolkit;draw-io;Create, edit, and review draw.io diagrams with XML editing, PNG conversion, and AWS icon support.
design-system-starter;softaworks/agent-toolkit;design-system-starter;Create and evolve design systems with design tokens, component architecture, accessibility guidelines, and documentation templates.
create-design-system-rules;figma/mcp-server-guide;create-design-system-rules;Generates custom design system rules for codebases, especially for Figma-to-code workflows.
moai-domain-uiux;modu-ai/moai-adk;moai-domain-uiux;Specialist in UI/UX design systems, accessibility, icons, theming, and user experience patterns.
gemini-logo-remover;bear2u/my-skills;gemini-logo-remover;Remove Gemini logos, watermarks, or AI-generated image markers using OpenCV inpainting for clean image output.
ui-designer;daymade/claude-code-skills;;Generate UI design prompts and design systems from reference UI images.
code-connect-components;figma/mcp-server-guide;code-connect-components;Connects Figma design components to code components using Code Connect for seamless design-to-code mapping.
axiom-liquid-glass;charleswiltgen/axiom;axiom-liquid-glass;A skill for implementing and reviewing Liquid Glass effects in UI design, with guidance from WWDC 2025.
ui-mobile;alinaqi/claude-bootstrap;ui-mobile;A skill for creating mobile UI patterns using React Native and touch targets for iOS/Android.
axiom-hig-ref;charleswiltgen/axiom;axiom-hig-ref;A comprehensive reference for Apple's Human Interface Guidelines, covering UI elements, design principles, and platform-specific considerati
axiom-hig;charleswiltgen/axiom;axiom-hig;A skill for making design decisions and ensuring UI compliance with Apple's Human Interface Guidelines.
axiom-typography-ref;charleswiltgen/axiom;axiom-typography-ref;Provides Apple platform typography reference for San Francisco fonts and text styles.
user-journeys;alinaqi/claude-bootstrap;user-journeys;A skill for mapping user journeys and validating UX flows.
design;subframeapp/subframe;design;Design UI pages in Subframe for creating, iterating, and exploring design options as visual starting points before implementation.
ios-design-guidelines;ehmo/platform-design-skills;ios;Provides Apple's Human Interface Guidelines for iOS UI design, focusing on SwiftUI/UIKit interfaces and HIG compliance.
drawio;bahayonghang/drawio-skills;drawio;AI-powered Draw.io diagram creation with Design System. Creates architecture diagrams, flowcharts, ER diagrams with real-time browser previe
design-lab;0xdesign/design-plugin;design-lab;Conduct design interviews, generate UI variations in a temporary design lab, collect feedback, and produce implementation plans for UI explo
12-principles-of-animation;raphaelsalaja/userinterface-wiki;12-principles-of-animation;Audits animation code against Disney's 12 principles for web applications.
refactoring-ui;wondelai/skills;main/refactoring-ui;A practical UI design system based on Refactoring UI, useful for creating and improving user interfaces, web components, dashboards, and lan
figma-use;dannote/figma-use;;Control Figma via CLI to create and modify designs, automate design tasks like creating shapes, frames, components, and exporting images.
android-design-guidelines;ehmo/platform-design-skills;android;Provides Android design guidelines for Material Design 3 and Jetpack Compose.
rams;brianlovin/claude-config;rams;Review UI components for accessibility and visual design compliance with WCAG standards.
tech-logos;crafter-station/elements;tech-logos;Install official tech brand logos from Elements registry for tech companies, AI providers, and social platforms.
design-systems;refoundai/lenny-skills;design-systems;Helps users build and scale design systems, including component libraries and brand consistency.
design-engineering;refoundai/lenny-skills;design-engineering;Helps users understand and build design engineering capabilities, including creating functions, hiring engineers, and bridging design and en
running-design-reviews;refoundai/lenny-skills;running-design-reviews;Helps run effective design reviews and critiques for teams discussing design work.
smart-illustrator;axtonliu/smart-illustrator;;Smart Illustrator: AI-powered image generation for articles, PPT slides, and covers with multiple modes and customizable output.
ipados-design-guidelines;ehmo/platform-design-skills;ipados;Provides Apple's iPad design guidelines for building optimized interfaces and supporting multitasking features.
ui-ux-pro-max;guanyang/antigravity-skills;ui-ux-pro-max;Comprehensive UI/UX design skill with 50 styles, 21 palettes, multiple framework support (React, Vue, etc.) for websites, apps, and various
ux-designer;aj-geddes/claude-code-bmad-skills;;UX Designer skill for creating user experiences, wireframes, user flows with accessibility focus and responsive design principles.
presentation-design;jwynia/agent-skills;general/communication/presentation-design;Design and evaluate effective presentations with slides, talks, and feedback.
watchos-design-guidelines;ehmo/platform-design-skills;watchos;Provides Apple Watch design guidelines for UI, Digital Crown, and glanceable interfaces.
tvos-design-guidelines;ehmo/platform-design-skills;tvos;Provides Apple TV design guidelines for focus-based navigation and media playback.
ux-heuristics;wondelai/skills;main/ux-heuristics;Apply UX heuristics from Steve Krug and Jakob Nielsen for UI audits, usability problem identification, navigation improvement, and design va
visionos-design-guidelines;ehmo/platform-design-skills;visionos;Provides Apple's Human Interface Guidelines for Vision Pro app development, focusing on spatial computing and immersive experiences.
ui-design;tencentcloudbase/skills;main/skills/ui-design;A skill for creating professional UI designs and frontend interfaces with high aesthetic quality.
emilkowal-animations;pproenca/dot-skills;.experimental/emilkowal-animations;Best practices for web interface animations using React, CSS, and Framer Motion.
ios-hig-design;wondelai/skills;main/ios-hig-design;Design native iOS apps using Apple's Human Interface Guidelines with SwiftUI/UIKit components.
brand-analyzer;ailabs-393/ai-labs-claude-skills;brand-analyzer;Analyze brand elements and create actionable brand guidelines.
wireframe-prototyping;aj-geddes/useful-ai-prompts;wireframe-prototyping;Create wireframes and interactive prototypes for user interface visualization and early feedback gathering.
anthropics-frontend-design;smithery/ai;;Frontend design skill for Anthropic projects
frontend-design;smithery/ai;;A skill for frontend design tasks.
design-motion-principles;kylezantos/design-engineer-auditor-package;design-motion-principles;Audits motion and interaction design using techniques from Emil Kowalski, Jakub Krehel, and Jhey Tompkins.
mobile-first-design;aj-geddes/useful-ai-prompts;mobile-first-design;Design interfaces optimized for mobile devices first, ensuring seamless responsiveness across all screen sizes.
infographic-creator;antvis/chart-visualization-skills;infographic-creator;Create beautiful infographics from text content.
canvas-design;aiskillstore/marketplace;canvas-design;Create beautiful visual art and designs in PNG and PDF formats using design principles.
algorithmic-art;aiskillstore/marketplace;algorithmic-art;Generate algorithmic art using p5.js with seeded randomness and interactive parameters.
theme-factory;aiskillstore/marketplace;theme-factory;A toolkit for applying themes to various artifacts like slides and documents.
brand-guidelines;aiskillstore/marketplace;brand-guidelines;Applies Anthropic's brand guidelines including colors and typography to artifacts.
design-everyday-things;wondelai/skills;main/design-everyday-things;Based on Don Norman's principles. Design affordances, analyze confusion, apply constraints, design feedback, and create intuitive models for
excalidraw;ooiyeefei/ccc;excalidraw;Generate architecture diagrams as .excalidraw files from codebase analysis, with optional PNG/SVG export for visualizing code structures.
color-accessibility;aj-geddes/useful-ai-prompts;color-accessibility;Create accessible color palettes for users with color blindness, ensuring sufficient contrast and inclusive design.
ux-writing;content-designer/ux-writing-skill;;Create user-centered interface copy for digital products with accessibility and clarity standards.
web-design-guidelines;dmmulroy/overseer;web-design-guidelines;Reviews UI code for web interface guidelines compliance, focusing on accessibility and design best practices.
atomic-design-fundamentals;thebushidocollective/han;atomic-design-fundamentals;Apply Atomic Design methodology to organize UI components into quarks, atoms, molecules, organisms, templates, and pages.
design-motion-principles;kylezantos/design-motion-principles;design-motion-principles;Audits motion and interaction design using techniques from Emil Kowalski, Jakub Krehel, and Jhey Tompkins.
bencium-innovative-ux-designer;bencium/bencium-claude-code-design-skill;bencium-innovative-ux-designer;Create distinctive, production-grade frontend interfaces with high design quality. Generates creative, polished code that avoids generic AI
app-icon;code-with-beto/skills;main/plugins/cwb-app-icon/skills/app-icon;Generate app icons for React Native Expo apps with iOS support.
information-architecture;aj-geddes/useful-ai-prompts;information-architecture;Design navigation systems and information structures for clarity and discoverability.
dashboard-patterns;yonatangross/orchestkit;;Dashboard patterns for UI/UX design and development
design-system-creation;aj-geddes/useful-ai-prompts;design-system-creation;Create comprehensive design systems with components, patterns, and guidelines for consistent design and development.
ui-ux-pro-max;binjuhor/shadcn-lar;ui-ux-pro-max;Frontend UI/UX design intelligence with 50 styles, 21 palettes, 50 font pairings, and support for multiple frameworks like React, Vue, and F
resend-design-skills;resend/design-skills;;Access Resend design resources including brand guidelines and visual identity.
design-handoff;aj-geddes/useful-ai-prompts;design-handoff;Helps prepare design assets and documentation for efficient development handoff.
frontend-design-pro;binjuhor/shadcn-lar;frontend-design-pro;Creates stunning frontend interfaces with real photos or custom image prompts.
interaction-design;aj-geddes/useful-ai-prompts;interaction-design;Design meaningful interactions and microinteractions for delightful user experiences.
kpi-dashboard-design;aj-geddes/useful-ai-prompts;kpi-dashboard-design;Design and build dashboards to track KPIs, select metrics, visualize data, and communicate insights.
animation-designer;daffy0208/ai-dev-standards;animation-designer;A skill for creating web animations and motion designs using Framer Motion and CSS.
figma;hoodini/ai-agents-skills;figma;Integrate with Figma API for design automation and code generation.
marketing-visual-design;vasilyu1983/ai-agents-public;marketing-visual-design;Create visual marketing assets for ads, social media, email, presentations, and brand collateral with AI tools and best practices.
ui-design;pproenca/dot-skills;.curated/ui-design;A skill for UI/UX and frontend design best practices, focusing on accessibility, performance, and usability.
pencil-to-code;phrazzld/claude-config;;Convert Pencil design files to React and Tailwind code.
ios-hig;johnrogers/claude-swift-engineering;ios-hig;A skill for designing iOS interfaces with HIG compliance, including accessibility, dark mode, and touch targets.
drawio-flowchart;teachingai/full-stack-skills;drawio-flowchart;Comprehensive guidance for draw.io flowcharts including creation, shapes, connectors, and diagramming for visualizing workflows and process
drawio-architecture;teachingai/full-stack-skills;drawio-architecture;Comprehensive guidance for draw.io architecture diagrams including diagram creation, shapes, templates, and collaboration features.
icon-retrieval;antvis/chart-visualization-skills;icon-retrieval;Retrieve icon SVG strings from a library with customizable results.
web-design-guidelines;vercel-labs/agent-eval;web-design-guidelines;Reviews UI code for web interface guidelines compliance, focusing on accessibility and design best practices.
ui-ux-polish;dicklesworthstone/agent_flywheel_clawdbot_skills_and_integrations;ui-ux-polish;A skill for iterative UI/UX polishing to achieve high visual quality in web apps.
mapbox-cartography;mapbox/mapbox-agent-skills;mapbox-cartography;Guidance on map design principles, color theory, and cartographic best practices for creating effective and beautiful maps with Mapbox.
youtube-thumbnail;kenneth-liao/ai-launchpad-marketplace;;A skill for creating and editing YouTube thumbnails optimized for click-through rate.
design;rshankras/claude-code-apple-skills;design;Create modern Apple platform UI with design system skills including Liquid Glass and animations.
apple-hig-designer;jamesrochabrun/skills;main/skills/apple-hig-designer;Design iOS apps following Apple's Human Interface Guidelines with native components and accessibility compliance.
mobile-ux-optimizer;erichowens/some_claude_skills;mobile-ux-optimizer;Mobile-first UX optimization for touch interfaces, responsive layouts, and performance with viewport handling, touch targets, gestures, and
landing-page-designer;eddiebe147/claude-settings;;A skill for designing landing pages with a focus on UI/UX and frontend design.
motion-animation-patterns;yonatangross/orchestkit;;Provides motion animation patterns for UI/UX design and development
macos-app-design;petekp/agent-skills;macos-app-design;A skill for designing native macOS apps with SwiftUI or AppKit, focusing on UI elements and user experience.
software-ui-ux-design;vasilyu1983/ai-agents-public;software-ui-ux-design;Design or audit UI/UX, run accessibility reviews, define design systems, improve flows and conversion across platforms.
premium-frontend-design;kv0906/cc-skills;;Create award-winning, cinematic frontend interfaces with WebGL and custom shaders for high-end aesthetics.
chrome-extension-ui;pproenca/dot-skills;.experimental/chrome-extension-ui;Chrome Extensions UX/UI design and implementation guidelines for popups, side panels, content scripts, and options pages with Chrome API int
architecture-design;thebushidocollective/han;;Architecture design skill for planning and structuring system designs with best practices.
atomic-design-atoms;thebushidocollective/han;atomic-design-atoms;Creates atomic-level UI components like buttons and icons. Serves as the smallest building blocks for a design system.
color-theory-palette-harmony-expert;erichowens/some_claude_skills;color-theory-palette-harmony-expert;Expert in color theory, palette harmony, and perceptual color science for computational photo composition with advanced optimization techniq
pencil-renderer;phrazzld/claude-config;;Renders DNA codes into Pencil .pen frames for visual exploration.
character-sprite;paulrobello/claude-office;character-sprite;Generate character sprite sheets for agents with consistent design. Creates animation frames (idle, walking) using iterative workflows.
landing-page-design;1nfsh/s;landing-page-design;Landing page conversion optimization with layout rules, hero section design, and CTA psychology. Covers above-the-fold formula, social proof
book-illustrator;jamesrochabrun/skills;main/skills/book-illustrator;A guide for children's book illustrators focusing on age-appropriate styles, character design, and visual storytelling.
youtube-thumbnail-design;inference-sh-4/skills;main/skills/youtube-thumbnail-design;YouTube thumbnail design with specific dimensions, contrast rules, and mobile preview optimization. Covers safe zones, text placement, face
